Ingredient Name,Category,Unit of Measurement,Purchase Unit,Volume,Conversion Factor,Cost Per Unit,Cost Per Usage Unit,Description,Brand,Current Stock,Minimum Stock Level,Maximum Stock Level,Reorder Point,Storage Location,Storage Temperature,Is Perishable,Shelf Life Days,Active,Available,Barcode,SKU,Notes
STAF GATE PASS BOOK,STATIONERY ,PIECE,PIECE,,1,95.83,95.83,,,,0,0,,,,,,,,,,
STAM PAID,STATIONERY ,PIECE,PIECE,,1,30.00,30.00,,,,0,0,,,,,,,,,,
STEAKER,STATIONERY ,PACKET,PACKET,,1,25.00,25.00,,,,0,0,,,,,,,,,,
STEPLER PIN BIG,STATIONERY ,PIECE,PIECE,,1,15.96,15.96,,,,1,1,,,,,,,,,,
STEPLER PIN SMALL,STATIONERY ,PIECE,PIECE,,1,9.93,9.93,,,,1,1,,,,,,,,,,
"STORE BOOK
STORE BOOK",STATIONERY ,PIECE,PIECE,,1,199.00,199.00,,,,1,1,,,,,,,,,,
VEGETABLE BOOK,STATIONERY ,PIECE,PIECE,,1,175.00,175.00,,,,1,1,,,,,,,,,,
VISITOR GATE PASS BOOK,STATIONERY ,PIECE,PIECE,,1,99.17,99.17,,,,0,0,,,,,,,,,,
VOUCHER CASH JAMA,STATIONERY ,PIECE,PIECE,,1,48.53,48.53,,,,0,0,,,,,,,,,,
VOUCHER CASH PAYMENT,STATIONERY ,PIECE,PIECE,,1,48.39,48.39,,,,1,1,,,,,,,,,,
VOUCHER SALARY,STATIONERY ,PIECE,PIECE,,1,63.64,63.64,,,,0,0,,,,,,,,,,
WHITENER,STATIONERY ,PIECE,PIECE,,1,17.83,17.83,,,,0,0,,,,,,,,,,
GAS ,GAS,TANK,TANK,,1,1900,1900,,,,20,25,,,,,,,,,,
WATER JAR,WATER ZAR ,JAR,JAR,20000 ML,1,25,25,,,,0,0,,,,,,,,,,
COAL WOODEN,COAL,,,,1,35,35,,,,10,13,,,,,,,,,,
COAL STONE,COAL,,,,1,28,28,,,,0,0,,,,,,,,,,
CARAMEL SYRUP ,SYRUP ,BTL,BTL,1000 ML,1,770,770,,MTSR,,0,0,,,,,,,,,,
CHOCOLATE SYRUP ,SYRUP ,BTL,BTL,700 ML,1,760,760,,MTSR,,0,0,,,,,,,,,,
CINNAMON SYRUP ,SYRUP ,BTL,BTL,1000 ML,1,860,860,,MTSR,,0,0,,,,,,,,,,
ELDERFLOWER SYRUP ,SYRUP ,BTL,BTL,1000 ML,1,860,860,,MTSR,,0,0,,,,,,,,,,
HAZEINUT SYRUP ,SYRUP ,BTL,BTL,1000 ML,1,860,860,,MTSR,,0,0,,,,,,,,,,
LEMON ICE TEA ,SYRUP ,BTL,BTL,1000 ML,1,860,860,,MTSR,,0,0,,,,,,,,,,
LRISH CREAM SYRUP ,SYRUP ,BTL,BTL,1000 ML,1,700,700,,MTSR,,0,0,,,,,,,,,,
PEACH SYRUP ,SYRUP ,BTL,BTL,1000 ML,1,860,860,,MTSR,,0,0,,,,,,,,,,
VANILLA SYRUP ,SYRUP ,BTL,BTL,1000 ML,1,860,860,,MTSR,,0,0,,,,,,,,,,
DRY YEAST,BAKERY,PACKET,PACKET,500G,1,170.35,170.35,,ANGEL,,0,0,,,,,,,,,,
EGG FREE RED VELVETCAKE MIX ,BAKERY,PACKET,PACKET,1000 GM,1,300,300,,CALPRO ,,0,0,,,,,,,,,,
EGG FREE RED VELVETCAKE MIX ,BAKERY,PACKET,PACKET,5000 GM,1,1500,1500,,CALPRO ,,0,0,,,,,,,,,,
ALMOND PASTE,BAKERY,PACKET,PACKET,1000 GM,1,888.24,888.24,,CELEBRE,,0,0,,,,,,,,,,
LIQUID FOOD COLOUR YELLOW,BAKERY,PACKET,PACKET,200 GM ,1,75,75,,COLOUR MIST,,0,0,,,,,,,,,,
LIQUID FOOD COLOUR PURPLE,BAKERY,PACKET,PACKET,200 GM ,1,75,75,,COLOUR MIST,,0,0,,,,,,,,,,
LIQUID FOOD COLOUR BLUE,BAKERY,PACKET,PACKET,200 GM ,1,75,75,,COLOUR MIST,,0,0,,,,,,,,,,
LIQUID FOOD COLOUR GREEN,BAKERY,PACKET,PACKET,200 GM ,1,75,75,,COLOUR MIST,,0,0,,,,,,,,,,
LIQUID FOOD COLOUR BROWN,BAKERY,PACKET,PACKET,200 GM ,1,240,240,,COLOUR MIST,,0,0,,,,,,,,,,
LIQUID FOOD COLOUR ORANGE ,BAKERY,PACKET,PACKET,200 GM ,1,240,240,,COLOUR MIST,,0,0,,,,,,,,,,
LIQUID FOOD COLOUR RED,BAKERY,PACKET,PACKET,200 GM ,1,240,240,,COLOUR MIST,,0,0,,,,,,,,,,
BUTTERSCOTCH NUTS 1KG,BAKERY,PIECE,PIECE,1000 GM,1,180,180,,CHOCOVILLE,,0,0,,,,,,,,,,
FEUILLETINE FRENCH BISCUIT,BAKERY,PACKET,PACKET,200 GM ,1,160,160,,MICS,,0,0,,,,,,,,,,
BLUEBERRY FROZEN,BAKERY,PACKET,PACKET,1000 GM,1,1516.67,1516.67,,DIRA,,0,0,,,,,,,,,,
BLUEBERRY PUREE,BAKERY,PACKET,PACKET,1000 GM,1,1400,1400,,DIRA,,0,0,,,,,,,,,,
STRAWBERRY FROZEN,BAKERY,PACKET,PACKET,2500 GM ,1,1937.5,1937.5,,DIRA,,0,0,,,,,,,,,,
STRAWVERRY PUREE,BAKERY,PACKET,PACKET,1000 GM,1,990,990,,DIRA,,0,0,,,,,,,,,,
MASCARPONE,BAKERY,PACKET,PACKET,500 GM,1,350,350,,DILECTA,,0,0,,,,,,,,,,
BAKING POWDER ,BAKERY,PACKET,PACKET,100 GM ,1,30,30,,WEIKFIELD ,,1,1,,,,,,,,,,
ROSE WHITE FLAVOUR,BAKERY,PACKET,PACKET,500 ML,1,449.34,449.34,,IFF,,0,0,,,,,,,,,,
VANILLA 2000 POWDER,BAKERY,PACKET,PACKET,500 GM,1,180,180,,IFF,,0,0,,,,,,,,,,
VANILLA FLAVOUR NO1,BAKERY,PACKET,PACKET,500 ML,1,335.28,335.28,,IFF,,0,0,,,,,,,,,,
ALMOUD SPECIAL ,BAKERY,PIECE,PIECE,500 GM,1,468,468,,LEZ,,0,0,,,,,,,,,,
BISCOFF SPRED,BAKERY,PACKET,PACKET,400 GM ,1,480,480,,LOTUS,,0,0,,,,,,,,,,
BLACK CURRENT CRUSH,BAKERY,BOTTLE,BOTTLE,1000 ML,1,190,190,,MORDE,,0,0,,,,,,,,,,
MILK COMPOUND,BAKERY,PIECE,PIECE,500 GM,1,170,170,,MORDE,,0,0,,,,,,,,,,
DARK CHOCOLATE (D45),BAKERY,PIECE,PIECE,500 GM,1,486,486,,MORDE,,0,0,,,,,,,,,,
CLASSIC BAG,BAKERY,PACKET,PACKET,500 GM,1,1550,1550,,NESCAFE,,0,0,,,,,,,,,,
CHOCO WAFER ROLLS,BAKERY,PACKET,PACKET,250 GM,1,80,80,,MICS,,0,0,,,,,,,,,,
MILK MAID ,BAKERY,TIN,TIN,380 GM,1,140.9,140.9,,NESTLE,,0,0,,,,,,,,,,
PREMIUM EGGFREE CHOCOLATE,BAKERY,PACKET,PACKET,5000 GM,1,1258.73,1258.73,,PILLSBURY,,0,0,,,,,,,,,,
PREMIUM EGGFREE VANILLA,BAKERY,PACKET,PACKET,5000 GM,1,1009.55,1009.55,,PILLSBURY,,0,0,,,,,,,,,,
BAKING SODA,BAKERY,PACKET,PACKET,500 GM,1,59.72,59.72,,WEIKFIELD ,,0,0,,,,,,,,,,
CHOCOLATE GEL,BAKERY,PACKET,PACKET,1000 GM,1,228,228,,PURIX ,,0,0,,,,,,,,,,
GLUCOSE SYRUP,BAKERY,PACKET,PACKET,1000 GM,1,181.42,181.42,,PURIX ,,0,0,,,,,,,,,,
PECTIN,BAKERY,PIECE,PIECE,75 GM,1,368,368,,PURIX ,,0,0,,,,,,,,,,
BLANCED SLICED ALMOND,BAKERY,PACKET,PACKET,1000 GM,1,1280,1280,,RICH'S,,0,0,,,,,,,,,,
BV CARAMEL SYRUP,BAKERY,PACKET,PACKET,1300 GM,1,240,240,,RICH'S,,0,0,,,,,,,,,,
BV CHOCOLATE SYRUP,BAKERY,PACKET,PACKET,1300 GM,1,240,240,,RICH'S,,0,0,,,,,,,,,,
HAZELNUT CHOCO SPREAD,BAKERY,PACKET,PACKET,1000 GM,1,252,252,,RICH'S,,0,0,,,,,,,,,,
ALPHABET MIX SPRINKLE,BAKERY,PACKET,PACKET,130 GM,1,208,208,,RAPLAP,,0,0,,,,,,,,,,
BLANCED ALMOND POWDER,BAKERY,PACKET,PACKET,1000 GM,1,1100,1100,,RAPLAP,,0,0,,,,,,,,,,
CALCIUM POWDER,BAKERY,PACKET,PACKET,1000 GM,1,496.52,496.52,,RAPLAP,,0,0,,,,,,,,,,
CALCIUM POWDER,BAKERY,PACKET,PACKET,800 GM ,1,480,480,,RAPLAP,,0,0,,,,,,,,,,
DARK COMPOUND CHIPS,BAKERY,PACKET,PACKET,1000 GM,1,394.44,394.44,,RAPLAP,,0,0,,,,,,,,,,
GLAZE CHOCOLATE,BAKERY,PACKET,PACKET,2500 GM ,1,400,400,,RAPLAP,,0,0,,,,,,,,,,
HAZELNUT KERNAL,BAKERY,PACKET,PACKET,500 GM,1,1143.75,1143.75,,RAPLAP,,0,0,,,,,,,,,,
LUSTER DUST GOLD,BAKERY,PACKET,PACKET,50 GM,1,960,960,,RAPLAP,,0,0,,,,,,,,,,
LUSTER DUST SILVER ,BAKERY,PACKET,PACKET,50 GM,1,960,960,,RAPLAP,,0,0,,,,,,,,,,
PEARL BALL RED MINI,BAKERY,PACKET,PACKET,500 GM,1,640,640,,RAPLAP,,0,0,,,,,,,,,,
WHEAT GLUTEN,BAKERY,PACKET,PACKET,1000 GM,1,360,360,,RAPLAP,,0,0,,,,,,,,,,
CLASSIC BREAKFAST SUGAR,BAKERY,PACKET,PACKET,1000 GM,1,75,75,,TRUST,,0,0,,,,,,,,,,
GOLD BROWN SUGAR,BAKERY,PACKET,PACKET,1000 GM,1,120,120,,TRUST,,0,0,,,,,,,,,,
CASTER SUGAR,BAKERY,PACKET,PACKET,1000 GM,1,75,75,,UTTAM,,0,0,,,,,,,,,,
ICING SUGAR,BAKERY,PACKET,PACKET,1000 GM,1,70.49,70.49,,UTTAM,,0,0,,,,,,,,,,
DARK CHOCOLATE 46.5%,BAKERY,PACKET,PACKET,1000 GM,1,1050,1050,,VAN HOUTEN PROFESSIONAL,,0,0,,,,,,,,,,
MILK CHOCOLATE 35.6%,BAKERY,PACKET,PACKET,1000 GM,1,1180,1180,,VAN HOUTEN PROFESSIONAL,,0,0,,,,,,,,,,
WHITE CHOCOLATE,BAKERY,PACKET,PACKET,1000 GM,1,1300,1300,,VAN HOUTEN PROFESSIONAL,,0,0,,,,,,,,,,
COCOA POWDER,BAKERY,PACKET,PACKET,1000 GM,1,1080,1080,,VAN HOUTEN PROFESSIONAL,,0,0,,,,,,,,,,
UNSALTED BUTTER,BAKERY,PACKET,PACKET,500 GM,1,280,280,,DYNAMIX,,0,0,,,,,,,,,,
UNSALTED BUTTER,BAKERY,PACKET,PACKET,500 GM,1,300,300,,PRESIDENT ,,0,0,,,,,,,,,,
MILK POWDER,BAKERY,PACKET,PACKET,1000 GM,1,400,400,,SKIMMED,,0,0,,,,,,,,,,
"10""CAKE BASE ROUND BLACK-MDF",DISPOSAL ,PIECE,PIECE,,1,7.79,7.79,,,,0,0,,,,,,,,,,
"10""CAKE BASE SQUARE BLACK-MDF",DISPOSAL ,PIECE,PIECE,,1,7.79,7.79,,,,0,0,,,,,,,,,,
250 ML PAPER TRAY(50),DISPOSAL ,PACKET,PACKET,,1,145.07,145.07,,,,0,0,,,,,,,,,,
4426 PAPER CUPS (1000PC),DISPOSAL ,PIECE,PIECE,,1,315.38,315.38,,,,0,0,,,,,,,,,,
500 ML PAPER TRAY (50PC),DISPOSAL ,PACKET,PACKET,,1,200.45,200.45,,,,0,0,,,,,,,,,,
5030 PAPER CUPS (1000PC),DISPOSAL ,PIECE,PIECE,,1,400.00,400.00,,,,0,0,,,,,,,,,,
5037.5 CUPS 1000PC,DISPOSAL ,PIECE,PIECE,,1,420.00,420.00,,,,0,0,,,,,,,,,,
"8"" CAKE BASE SQUARE BLACK-MDF",DISPOSAL ,PIECE,PIECE,,1,4.48,4.48,,,,0,0,,,,,,,,,,
"8""CAKE BASE ROUND BLACK -MDF",DISPOSAL ,PIECE,PIECE,,1,4.48,4.48,,,,0,0,,,,,,,,,,
ACRYLIC CONTAINERRECTANGLE300M,DISPOSAL ,PIECE,PIECE,,1,25.00,25.00,,,,0,0,,,,,,,,,,
"ACRYLIC SMALL RECTANGLE DESERT
BOX (N59)",DISPOSAL ,PIECE,PIECE,,1,25.00,25.00,,,,0,0,,,,,,,,,,
CAKE BASE BOARD 10*10,DISPOSAL ,PIECE,PIECE,,1,9.99,9.99,,,,0,0,,,,,,,,,,
CAKE BASE BOARD 14*14,DISPOSAL ,PIECE,PIECE,,1,25.00,25.00,,,,0,0,,,,,,,,,,
CAKE BASE BOARD 16*16,DISPOSAL ,PIECE,PIECE,,1,30.00,30.00,,,,0,0,,,,,,,,,,
CAKE BASE BOARD BOARD 8*8,DISPOSAL ,PIECE,PIECE,,1,8.00,8.00,,,,0,0,,,,,,,,,,
CAKE BASE RAOUND 5*5,DISPOSAL ,PIECE,PIECE,,1,5.00,5.00,,,,0,0,,,,,,,,,,
BOLO PAPER CUPS,DISPOSAL ,PIECE,PIECE,,1,9.99,9.99,,,,0,0,,,,,,,,,,
SMALL DREAM TIN,DISPOSAL ,PACKET,PACKET,,1,30,30,,,,0,0,,,,,,,,,,
SQUARE FOOD CONTAINER (50),DISPOSAL ,PACKET,PACKET,50,1,920,920,,,,0,0,,,,,,,,,,
TRIANGLE PASTRY BOX,DISPOSAL ,PACKET,PACKET,100,1,949.99,949.99,,,,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
